,nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
234,555,39,49,172.1,68.2,0,0,4,3,0,0,500,2,,0.5,2020-01-23,,5000.0,500.0
235,898,73,69,173.4,51.2,1,1,2,7,1,0,1817,3,,0.15,2024-04-14,301.0,10000.0,500.0
236,513,207,22,169.2,93.2,1,0,3,4,1,1,1224,1,,0.23,2023-04-21,,5000.0,11196.8709848394
237,115,296,19,157.9,61.6,1,1,4,3,1,1,2237,1,,0.62,2022-11-30,,10000.0,4057.591842683427
238,555,279,38,169.3,96.0,1,1,3,3,1,1,3210,1,,0.26,2023-04-05,779.0,10000.0,30089.662669880072
239,515,390,22,173.5,61.9,1,1,1,7,0,1,796,4,3.0,0.88,2023-10-24,,,10822.827044993295
240,676,201,63,186.8,70.6,0,1,0,5,0,1,3885,1,3.0,0.5,2020-08-12,,10000.0,15757.66361823247
241,5,550,56,170.1,74.4,0,1,1,1,0,0,898,4,,0.02,2024-05-04,630.0,,500.0
242,840,314,47,160.5,48.4,1,0,0,1,1,1,3582,1,5.0,0.12,2021-04-01,,724.76,3735.658720627448
243,456,439,46,173.9,58.2,1,1,2,4,0,1,2047,1,,0.1,2020-11-21,833.0,957.57,15966.5991061799
244,867,550,49,179.8,43.1,0,0,1,3,0,1,3214,2,,0.55,2020-01-17,788.0,303.13,7056.806036648549
245,9,104,56,180.2,72.9,0,0,4,4,1,1,500,0,0.0,0.14,2025-02-23,,,500.0
246,649,236,51,172.0,76.7,0,1,0,2,1,0,3527,2,5.0,0.03,2023-07-10,,654.46,500.0
247,890,68,22,160.1,71.0,0,0,1,5,1,0,2450,4,2.0,0.86,2022-09-08,791.0,10000.0,500.0
248,555,180,30,172.0,45.4,0,1,1,3,1,0,2893,0,0.0,0.05,2022-02-27,,793.96,500.0
249,122,124,57,171.9,88.1,1,0,1,6,1,0,4262,3,3.0,0.89,2021-02-16,,10000.0,500.0
250,846,330,51,184.7,62.0,0,1,3,6,0,1,2926,3,,0.42,2020-10-25,629.0,5000.0,35758.18072081153
251,410,391,34,170.4,86.6,1,0,4,4,1,1,2399,4,5.0,0.01,2024-04-09,818.0,5000.0,11737.23847284871
252,180,511,71,169.8,73.9,1,0,2,1,1,1,1287,4,2.0,0.63,2021-03-02,800.0,10000.0,2814.1386162062663
253,961,585,28,178.2,72.8,0,0,0,3,1,1,1768,4,2.0,0.71,2020-11-26,830.0,,500.0
254,111,330,20,157.0,67.8,0,0,0,6,0,1,1559,4,,0.79,2021-10-03,,10000.0,500.0
255,315,574,65,162.2,82.4,1,0,2,1,1,1,2632,1,,0.57,2024-12-22,,5000.0,11759.638243193413
256,356,320,63,179.7,93.6,0,0,1,0,0,1,2798,2,,0.9,2020-02-25,,656.99,14866.76807385541
257,547,81,67,160.3,73.4,0,1,2,5,0,1,3409,4,,0.87,2023-02-17,,,18711.66358452964
258,531,439,40,170.3,74.4,1,1,0,3,1,0,3130,2,,0.82,2021-01-11,731.0,,500.0
259,338,279,74,169.1,76.3,0,1,4,3,0,1,1899,3,,0.41,2022-07-16,496.0,5000.0,20814.697568663774
260,754,242,21,169.3,74.0,0,0,1,0,1,0,3444,2,,0.23,2024-07-27,831.0,5000.0,500.0
261,319,25,32,150.5,66.6,0,1,4,6,0,1,2603,3,,0.35,2021-02-19,,10000.0,30210.987049606567
262,225,615,75,184.8,58.6,0,0,4,1,0,0,3656,1,,0.22,2024-01-12,594.0,10000.0,3066.137791409429
263,189,439,37,158.0,66.9,0,0,2,4,1,1,4084,3,,0.52,2021-02-27,748.0,10000.0,9573.778332032196
264,900,352,24,180.3,99.8,0,1,0,5,1,1,2306,1,,0.23,2023-12-03,849.0,10000.0,4554.810431805047
265,37,587,47,173.5,75.8,0,0,2,1,1,1,2384,4,,0.22,2024-10-29,588.0,5000.0,6829.661938726994
266,968,496,23,158.8,44.8,0,0,3,1,1,0,1713,1,0.0,0.58,2020-10-14,803.0,,500.0
267,50,73,44,162.3,45.4,0,0,0,4,1,1,1962,2,1.0,0.7,2020-12-29,363.0,10000.0,500.0
268,575,489,35,153.7,76.8,0,1,3,1,0,1,2789,0,4.0,0.64,2024-07-16,,5000.0,29152.59717199099
269,14,545,40,180.5,85.9,0,1,3,1,1,0,3336,0,,0.21,2022-10-28,,5000.0,500.0
270,791,165,57,160.5,80.2,1,1,4,0,0,0,2623,1,2.0,0.54,2022-12-27,562.0,10000.0,4383.465051415476
271,795,614,41,179.0,35.9,0,1,4,7,0,0,2699,0,5.0,0.33,2025-05-21,,,8620.740440969317
272,367,320,68,177.0,86.3,1,1,0,1,0,0,3059,1,4.0,0.75,2022-05-24,,5000.0,500.0
273,359,360,23,163.3,61.0,0,1,0,3,0,0,2360,1,,0.87,2025-04-26,349.0,10000.0,500.0
274,887,435,43,147.0,69.5,0,1,3,4,1,1,4971,1,,0.36,2023-04-28,,10000.0,25883.89703555264
275,9,39,21,172.1,54.2,0,0,2,5,0,1,500,3,3.0,0.22,2024-09-14,,10000.0,2571.4279977966503
276,225,213,44,167.9,74.2,0,1,4,7,1,0,3485,0,,0.78,2020-06-30,500.0,5000.0,6950.691750123016
277,615,212,75,156.9,88.8,0,1,1,1,1,1,989,2,2.0,0.26,2020-01-01,843.0,,12906.990479801343
278,846,115,32,178.3,78.4,0,1,0,6,0,1,2538,4,2.0,0.91,2020-04-26,458.0,,21288.40814422946
279,467,212,30,164.7,69.6,1,0,1,3,0,1,2830,4,3.0,0.26,2022-10-25,,805.29,7501.263720832778
280,766,463,23,157.2,47.2,1,1,4,7,1,1,3583,3,0.0,0.39,2024-12-16,,615.43,13702.678326689054
281,967,552,35,159.0,59.6,1,0,1,0,1,0,2107,3,,0.34,2022-04-01,,5000.0,500.0
282,628,371,32,172.2,63.9,1,1,0,2,0,0,4405,4,,0.48,2025-02-24,,853.79,500.0
283,120,294,58,181.8,86.9,1,1,3,5,1,1,962,0,5.0,0.87,2024-10-17,,5000.0,14356.8655104378
284,188,528,62,186.6,78.8,0,1,0,7,0,1,3271,2,5.0,0.22,2021-10-19,,5000.0,17984.913231590494
285,260,28,53,173.3,55.2,1,0,3,5,1,1,699,3,4.0,0.82,2023-04-08,521.0,989.81,9786.53291738366
286,383,545,48,175.2,72.0,0,0,1,2,0,1,4371,0,,0.52,2022-01-11,,5000.0,500.0
287,772,330,32,177.5,71.4,1,1,3,3,1,0,1464,0,5.0,0.76,2025-02-12,391.0,420.05,500.0
288,846,48,19,178.3,47.7,0,0,3,0,1,1,4022,2,3.0,0.53,2023-07-13,474.0,,20399.31047104829
289,897,339,50,175.3,69.6,0,1,1,3,0,0,2020,0,,0.08,2020-08-21,701.0,718.47,500.0
290,813,355,39,156.5,74.0,1,0,4,5,0,1,5025,0,,0.38,2021-01-13,,10000.0,28688.895789414644
291,512,473,29,153.8,60.9,0,1,3,5,0,1,4116,2,5.0,0.42,2021-07-30,,5000.0,32226.988031995694
292,473,52,58,165.6,56.9,0,0,3,6,1,0,3767,1,,0.32,2022-07-17,537.0,,500.0
293,633,350,68,158.3,87.4,1,1,4,6,1,0,3955,2,4.0,0.94,2025-04-06,,933.28,10639.305587861045
294,14,137,39,174.2,43.4,0,0,3,6,1,1,1808,2,,0.76,2025-03-31,,766.8,5630.096497060186
295,29,171,31,187.1,69.8,1,0,3,2,1,0,2649,1,,0.03,2021-09-28,471.0,10000.0,500.0
296,738,122,29,172.3,77.4,1,0,1,1,0,0,2483,2,4.0,0.71,2023-11-29,721.0,10000.0,500.0
297,60,296,53,158.6,72.2,1,1,0,5,0,0,1371,1,5.0,0.94,2023-01-19,,1069.99,500.0
298,46,209,60,156.9,78.6,0,0,2,4,0,1,2340,2,2.0,0.06,2022-04-27,,10000.0,15184.584884713417
299,370,241,45,168.8,91.3,1,0,4,6,0,1,2906,0,1.0,0.44,2024-06-08,662.0,1166.1,29132.162879314223
300,961,442,33,173.4,51.0,0,0,0,4,0,1,6049,1,,0.42,2020-02-05,777.0,519.12,15351.456734074622
301,893,165,26,164.8,99.3,1,0,3,3,0,0,1587,1,,0.73,2022-06-25,845.0,,500.0
302,779,553,23,177.3,71.7,1,1,2,3,0,0,1513,3,3.0,0.65,2023-08-01,682.0,5000.0,500.0
303,754,338,42,179.2,76.7,1,0,1,0,0,1,2273,0,,0.51,2022-12-01,,,11655.390877132537
304,712,493,45,171.0,58.3,1,1,0,6,1,0,3352,3,1.0,0.01,2021-03-18,,5000.0,500.0
305,296,602,52,171.4,76.8,0,1,1,0,1,0,2962,0,4.0,0.4,2022-04-26,,1042.69,500.0
306,924,27,26,177.4,34.3,0,1,0,7,0,1,3531,0,,0.4,2020-05-26,521.0,622.09,8280.067769939777
307,155,611,52,177.0,58.0,1,0,4,3,1,0,2014,1,,0.29,2022-07-28,,5000.0,500.0
308,767,173,49,183.2,67.0,1,0,1,5,1,0,5607,1,,0.4,2022-04-29,775.0,,500.0
309,728,279,27,179.1,87.6,0,0,2,1,0,1,2099,4,,0.38,2021-12-30,,5000.0,15284.764778404458
310,887,370,71,176.1,62.2,0,1,1,1,0,1,1534,3,5.0,0.05,2023-04-28,,10000.0,20138.50357849674
311,111,462,63,166.0,92.2,1,1,2,4,0,1,930,2,1.0,0.46,2023-04-03,303.0,10000.0,8042.88785006186
312,9,279,55,192.3,70.9,1,0,1,5,0,0,3907,4,,0.14,2021-05-25,,579.29,500.0
313,462,370,36,159.9,71.4,1,0,3,2,0,1,4632,1,3.0,0.41,2022-01-31,,54.98,16683.472226033566
314,340,498,60,163.5,111.2,0,0,4,2,1,1,500,1,,0.22,2024-02-28,,,500.0
315,845,320,22,175.8,67.0,0,1,0,7,0,0,884,0,1.0,0.13,2022-12-06,698.0,,500.0
316,247,349,72,160.5,77.5,1,0,4,0,1,0,2445,3,5.0,0.85,2022-05-22,438.0,,500.0
317,212,122,51,175.3,60.4,1,1,0,4,1,1,2408,2,4.0,0.29,2021-10-29,697.0,,2050.7157398082786
318,380,442,19,180.4,79.3,1,0,2,5,0,1,500,2,,0.6,2020-08-23,,,15874.774716771984
319,664,574,26,167.9,68.5,1,0,2,3,1,1,2262,2,2.0,0.48,2024-07-19,,,500.0
320,366,370,59,146.9,48.7,1,0,0,7,0,1,2618,1,,0.2,2023-02-15,,5000.0,8886.31357750079
321,341,382,46,188.4,71.2,0,0,1,0,1,0,2298,2,0.0,0.7,2024-08-26,622.0,10000.0,500.0
322,60,157,19,176.1,41.6,0,0,1,4,1,1,3278,2,,0.66,2023-05-07,,,2813.156186853146
323,867,318,34,175.5,94.5,1,1,2,3,0,1,2425,2,,0.33,2021-02-19,708.0,10000.0,23210.797866626606
324,601,1,70,170.6,53.7,0,0,3,7,0,0,3247,0,2.0,0.79,2020-12-05,502.0,,5257.865301498262
325,410,349,68,172.7,75.0,1,0,2,4,0,0,1217,2,0.0,0.5,2021-07-31,,437.78,500.0
326,3,296,19,182.6,60.0,0,1,2,2,1,0,1382,2,1.0,0.97,2024-07-05,460.0,1228.62,500.0
327,726,499,38,159.9,58.5,1,0,3,2,0,0,1866,1,,0.94,2023-10-14,,10000.0,500.0
328,402,166,33,163.6,87.7,0,0,0,7,1,0,1517,2,1.0,0.06,2020-12-20,,,500.0
329,12,26,50,178.5,66.3,0,1,4,4,0,1,2501,0,,0.6,2020-09-11,458.0,567.95,24670.306600109925
330,132,616,34,175.5,82.6,0,0,3,6,1,0,3893,1,,0.33,2024-02-26,760.0,10000.0,7977.963403126492
331,782,363,62,155.3,67.3,0,0,2,3,0,0,1915,3,0.0,0.7,2021-05-25,,758.8,500.0
332,342,110,70,169.1,71.9,1,1,1,3,1,1,4917,3,,0.53,2021-12-19,607.0,10000.0,13179.96915777943
333,578,110,62,167.7,69.7,0,0,0,4,1,1,1393,2,2.0,0.99,2023-01-05,,,500.0
334,740,296,46,160.3,69.1,1,1,4,2,0,1,5582,0,0.0,0.83,2020-09-22,,802.5,32624.62424784305
335,600,587,60,162.5,93.2,0,0,4,6,0,1,4456,4,,0.44,2024-01-05,545.0,930.0,20788.62505341787
336,580,339,73,170.0,59.7,0,1,1,1,1,0,4222,4,,0.03,2023-05-09,531.0,691.24,500.0
337,961,350,66,180.2,87.2,1,0,4,2,0,0,4100,4,0.0,0.21,2020-10-22,743.0,,500.0
338,538,57,39,186.6,82.6,1,1,4,5,1,1,3149,4,,0.85,2023-08-28,600.0,688.67,22092.708515061127
339,204,459,29,161.9,57.4,1,0,2,4,1,0,2152,4,4.0,0.88,2022-08-16,,,500.0
340,856,15,37,153.9,57.1,0,0,2,3,1,0,2652,2,1.0,0.21,2024-08-17,,10000.0,500.0
341,647,648,49,186.6,65.8,1,1,0,0,0,0,1522,0,1.0,0.09,2023-08-04,450.0,,500.0
342,42,413,22,164.1,45.9,1,0,2,1,0,1,1290,2,2.0,0.38,2025-04-08,,127.1,16857.98479163118
343,33,542,33,158.6,109.5,1,0,3,0,1,1,3351,4,0.0,0.18,2023-07-05,,10000.0,22455.43441767607
344,469,206,72,165.0,56.5,1,1,1,2,1,0,3613,0,4.0,0.21,2022-01-21,749.0,5000.0,500.0
345,521,523,61,161.3,79.3,1,0,2,3,1,0,1664,2,,0.85,2024-12-20,,10000.0,500.0
346,648,472,43,185.8,100.2,0,0,1,5,0,0,3269,2,4.0,1.0,2022-05-25,470.0,,500.0
347,883,330,60,183.7,80.3,1,1,3,5,1,1,3928,1,,0.11,2020-05-30,754.0,,34295.832598520334
348,225,552,58,162.8,79.3,0,1,4,3,1,1,3416,4,4.0,0.89,2024-08-04,,,18587.129442140165
349,308,31,22,188.2,104.0,0,0,2,5,0,1,3905,2,1.0,0.05,2022-05-28,440.0,10000.0,18399.61442914501
350,438,105,33,156.2,68.3,1,1,0,4,0,0,4166,4,,0.42,2021-07-26,,297.59,500.0
351,804,442,61,174.6,110.8,0,0,1,7,0,0,1552,1,,0.9,2022-07-20,,748.17,500.0
352,383,339,48,169.2,76.4,0,1,3,2,1,1,1028,4,,0.3,2024-09-23,317.0,1018.92,500.0
353,342,459,54,172.7,73.8,0,0,4,2,0,0,3156,4,3.0,0.71,2020-06-20,,,500.0
354,555,209,47,151.2,62.3,1,0,0,2,1,0,2970,2,,0.12,2023-09-22,572.0,10000.0,500.0
355,413,304,72,169.0,77.0,0,0,1,2,0,1,1508,1,2.0,0.46,2023-04-20,,10000.0,500.0
356,803,14,48,168.0,97.0,0,1,4,5,0,1,4631,1,,0.03,2023-06-13,,5000.0,36033.114778201976
357,668,498,74,186.0,102.9,1,1,3,4,0,1,1541,3,,0.82,2022-02-16,,,37740.068058608034
358,66,259,45,164.5,82.7,0,0,2,1,1,0,2098,4,,0.61,2022-09-21,844.0,5000.0,500.0
359,225,26,32,167.6,61.5,1,1,2,5,0,1,4698,0,5.0,0.67,2021-11-13,,,30376.436480777666
360,531,73,70,161.9,106.7,0,0,4,4,1,0,1445,1,,0.03,2020-07-31,,10000.0,500.0
361,972,124,30,162.9,66.1,1,0,4,1,0,0,1633,0,3.0,0.58,2023-11-13,,10000.0,2580.1153810490573
362,34,326,20,168.7,63.0,0,0,0,4,0,1,2761,1,,0.85,2024-06-06,,5000.0,500.0
363,719,645,26,159.0,26.2,0,1,4,7,1,1,1791,3,,0.99,2020-08-22,424.0,,19556.79249643196
364,556,452,28,176.0,83.2,1,0,0,6,1,1,6285,1,2.0,0.4,2025-03-24,,5000.0,19764.347867278266
365,886,231,66,168.4,44.0,1,0,0,6,1,0,1255,1,3.0,0.03,2022-09-02,327.0,1035.16,500.0
366,689,74,29,167.9,84.7,0,1,3,6,1,0,2501,3,,0.77,2020-05-05,841.0,5000.0,8951.748512055701
367,194,65,25,161.3,50.5,0,1,2,4,1,0,1439,3,0.0,0.44,2023-06-26,509.0,5000.0,500.0
368,151,323,39,171.8,71.4,1,1,4,2,1,1,2884,3,0.0,0.55,2022-07-26,408.0,10000.0,22144.99931479974
369,467,80,46,181.0,95.3,1,0,1,4,1,1,500,2,,0.31,2020-11-07,,,500.0
370,284,555,26,170.7,35.9,1,1,1,6,0,1,4878,2,,0.58,2023-07-14,700.0,,32308.384532419597
371,239,463,74,169.5,92.8,0,1,3,6,1,1,3148,0,,0.31,2021-11-28,,1268.3,25707.40229811243
372,841,417,32,174.0,66.8,1,1,1,5,0,1,1623,1,,0.08,2021-12-03,544.0,,15491.537251224858
373,111,437,67,157.2,97.3,0,1,2,0,1,1,2066,3,,0.49,2021-09-14,,5000.0,16226.947381582757
374,186,346,38,182.1,81.9,1,1,1,1,0,0,2675,0,,0.17,2021-06-07,,,500.0
375,586,496,52,160.9,66.4,0,1,0,5,0,1,1996,0,5.0,0.44,2024-10-19,,5000.0,11326.25449697811
376,20,442,63,166.7,61.9,1,1,1,1,1,0,1835,0,,0.76,2024-08-01,457.0,837.09,500.0
377,175,277,57,173.7,75.8,0,0,3,2,1,0,500,4,2.0,0.78,2021-05-21,,5000.0,500.0
378,285,319,58,178.4,49.1,1,1,1,1,0,1,500,4,,0.94,2023-05-23,400.0,676.85,10725.625743409684
379,6,226,25,168.5,88.3,0,1,2,7,0,0,1191,2,4.0,0.74,2024-03-24,566.0,704.13,3326.8459813784034
380,707,439,58,185.9,76.4,1,0,0,4,1,0,2143,0,,0.23,2023-10-06,,5000.0,500.0
381,395,36,22,173.3,72.5,1,1,0,6,0,1,706,4,2.0,0.51,2024-10-29,652.0,703.03,21170.17087603601
382,153,611,22,179.6,55.6,0,1,0,0,1,0,4170,2,1.0,0.95,2020-10-29,,5000.0,500.0
383,444,384,26,176.2,65.5,1,1,2,0,0,0,3486,3,3.0,0.92,2022-12-27,,648.73,3269.816402584081
384,846,553,42,152.8,87.7,1,0,1,0,1,0,3511,3,0.0,0.55,2022-06-01,705.0,,500.0
385,111,309,67,170.0,85.0,1,0,2,1,1,0,1740,2,,0.85,2020-11-14,428.0,742.23,500.0
386,886,133,30,149.7,60.8,0,0,2,4,0,0,2227,1,5.0,0.18,2023-09-19,,5000.0,500.0
387,92,53,47,172.2,63.3,1,0,4,1,1,0,2137,2,,0.66,2023-09-02,317.0,10000.0,500.0
388,932,634,50,186.3,65.6,0,0,1,2,1,0,2480,2,,0.97,2023-01-24,355.0,10000.0,500.0
389,716,257,50,180.9,73.6,1,0,1,6,1,1,2782,0,,0.87,2021-07-20,584.0,,8052.316794480487
390,974,180,50,189.5,90.2,0,0,1,4,1,0,2397,3,,0.97,2020-07-29,809.0,5000.0,500.0
391,632,165,20,178.7,37.7,0,1,3,3,0,1,1942,1,4.0,0.84,2024-09-05,321.0,,15686.78132850265
392,56,614,60,168.9,59.8,1,0,4,1,1,1,2475,1,3.0,0.98,2024-12-10,,5000.0,25720.956678722483
393,395,284,37,165.3,72.8,1,0,4,4,1,0,2805,1,,0.69,2025-05-14,,,500.0
394,981,209,20,167.7,67.8,0,1,1,3,0,0,1034,0,2.0,0.83,2025-04-01,,10000.0,500.0
395,953,84,52,182.6,66.2,1,0,3,6,0,0,640,1,,0.35,2024-03-21,411.0,,500.0
396,348,587,36,154.3,97.1,0,0,4,4,1,0,2557,4,,0.1,2025-06-07,,,500.0
397,962,625,49,184.7,55.6,1,0,2,4,1,0,2657,2,5.0,0.46,2022-01-31,,646.33,500.0
398,218,459,66,156.1,85.5,0,1,3,3,1,0,3901,2,5.0,0.72,2022-11-08,684.0,5000.0,3727.548198082763
399,555,439,38,192.8,86.4,1,1,0,1,0,1,2686,3,5.0,0.6,2024-03-22,817.0,,22474.032687219635
400,371,511,18,163.5,73.7,1,1,0,3,0,1,1341,4,,0.55,2024-05-07,,1603.34,500.0
401,539,528,57,175.8,83.7,1,0,2,1,1,1,1663,0,,0.17,2022-06-07,687.0,10000.0,14645.02503793896
402,523,165,66,147.4,83.0,0,0,1,6,1,0,4074,4,,0.29,2024-01-08,,10000.0,500.0
403,682,542,57,165.6,79.2,1,1,0,3,1,1,3673,4,4.0,0.1,2022-10-23,425.0,,1039.6814070236503
404,651,181,52,172.0,65.8,1,1,0,4,0,1,1783,3,,0.85,2021-09-08,,10000.0,10698.689308826526
405,645,550,20,170.1,63.4,1,0,3,1,1,1,4054,1,,0.62,2024-12-17,566.0,,31326.215437795137
406,225,648,46,168.0,76.7,0,0,3,6,1,1,3967,2,5.0,0.93,2021-08-17,525.0,10000.0,9547.31726536674
407,186,352,73,167.0,77.1,1,0,1,7,1,0,1195,3,3.0,0.03,2025-01-04,,,500.0
408,21,48,56,161.8,61.2,1,1,2,7,1,1,3104,1,,0.84,2023-05-24,763.0,10000.0,24714.428346144625
409,649,367,19,181.0,59.7,0,1,2,6,1,1,1625,0,,0.58,2020-02-28,479.0,10000.0,15784.65644627697
410,440,472,41,176.7,79.7,0,0,3,6,0,1,2967,3,,0.42,2021-11-24,738.0,1129.56,32043.77956862413
411,778,382,67,161.0,90.0,0,1,1,6,0,1,1518,0,,0.54,2024-01-05,,10000.0,20371.989900380795
412,699,299,71,161.7,68.5,0,0,3,0,1,1,2480,1,,0.7,2020-03-15,,,11768.124179750985
413,932,33,19,169.5,91.2,0,0,0,5,0,0,984,1,,0.15,2024-03-08,,235.98,500.0
414,681,599,33,174.2,99.3,0,0,0,3,1,1,2295,2,,0.13,2023-03-15,578.0,10000.0,500.0
415,807,463,37,161.2,84.1,0,0,2,4,1,1,2011,1,1.0,0.53,2020-09-20,805.0,5000.0,1113.829489318093
416,341,80,58,196.1,45.5,0,0,3,7,1,1,3034,0,3.0,0.19,2024-01-19,,831.9,19524.748467578767
417,74,296,23,177.4,91.5,1,0,4,0,0,0,3667,3,2.0,0.4,2021-04-20,580.0,5000.0,9768.568084750788
418,91,481,25,179.5,49.5,0,1,1,7,1,0,3003,3,,0.46,2021-12-02,,270.22,500.0
419,772,655,50,166.2,71.1,0,0,1,2,0,1,2906,3,,0.26,2022-05-08,,10000.0,500.0
420,647,614,33,182.0,79.3,0,1,2,2,1,1,3289,4,,0.83,2023-01-23,494.0,5000.0,500.0
421,875,463,51,188.6,73.6,0,1,1,5,1,1,1501,3,,0.95,2023-12-18,,,500.0
422,974,48,25,178.9,62.5,1,1,1,2,0,0,1699,1,,0.22,2021-05-17,636.0,,500.0
423,963,562,34,187.7,88.3,0,0,0,4,0,1,2910,3,,0.57,2020-02-28,505.0,1089.39,3478.2784107224384
424,964,459,67,188.8,63.5,0,1,1,2,1,1,2204,0,,0.87,2024-01-28,,841.35,500.0
425,383,230,46,166.2,88.9,0,0,4,1,1,1,2991,4,2.0,0.68,2022-03-17,,5000.0,3956.1305457758576
426,631,323,74,180.5,69.4,1,1,4,7,1,0,1246,2,0.0,0.74,2022-01-15,,,500.0
427,887,0,20,178.6,67.4,1,1,1,1,0,0,3065,2,,0.85,2024-02-29,488.0,10000.0,500.0
428,456,403,74,157.2,45.4,0,0,3,2,1,1,500,1,,0.23,2024-12-24,439.0,,500.0
429,54,143,30,177.1,82.5,0,0,4,5,0,1,3091,2,,0.35,2021-12-08,377.0,,15788.97905842714
430,521,103,70,173.1,88.4,0,1,0,6,1,1,3298,4,3.0,0.53,2025-02-04,784.0,250.23,15117.602265736034
431,415,33,57,173.8,65.7,1,0,2,5,0,1,2225,0,2.0,0.15,2025-03-27,650.0,10000.0,14448.913633781498
432,384,476,40,183.9,55.0,0,0,3,7,0,1,2352,0,1.0,0.7,2024-08-16,,,25896.143475960027
433,867,400,18,180.3,86.7,1,0,4,0,0,1,1659,1,4.0,0.44,2021-04-07,684.0,10000.0,20424.118436131917
434,463,35,21,176.1,84.6,0,1,3,6,0,1,1788,1,,0.08,2022-02-26,,,35273.91129309822
435,91,472,31,172.9,89.7,0,0,4,6,1,1,4499,2,,0.69,2021-08-24,437.0,10000.0,19896.889771322905
436,964,213,30,182.8,98.7,1,1,2,2,1,1,2488,2,1.0,0.74,2023-07-09,484.0,,6745.451611897515
437,802,596,26,167.0,119.4,1,1,4,4,0,0,3375,3,1.0,0.62,2024-01-29,571.0,5000.0,9432.456600866117
438,615,296,64,167.3,66.8,0,1,1,3,0,0,2072,3,5.0,0.42,2021-01-02,461.0,,500.0
439,783,599,64,171.5,52.1,1,1,3,4,0,1,4057,1,4.0,0.03,2020-07-22,326.0,,32056.67702970769
440,192,434,35,192.9,79.2,1,0,1,7,0,0,4060,0,,0.87,2021-12-04,616.0,568.92,2685.6457974789305
441,111,528,32,171.1,91.5,1,0,4,1,1,0,4320,2,,0.78,2024-06-15,567.0,5000.0,500.0
442,890,111,74,182.5,69.9,1,0,0,3,1,1,500,3,,0.33,2024-05-06,,1028.04,500.0
443,703,248,54,179.5,66.0,1,0,3,5,0,1,1226,4,,0.87,2021-06-28,464.0,10000.0,25448.706079561383
444,883,302,29,176.8,74.1,1,1,4,2,0,1,1034,2,,0.24,2022-09-01,,10000.0,22411.66864137075
445,888,400,57,154.8,86.5,0,1,3,6,1,0,1519,3,,0.72,2024-05-03,,849.57,500.0
446,961,165,29,179.1,84.4,0,0,3,4,0,1,2267,1,,0.41,2021-07-20,,,14342.908068679784
447,910,407,59,153.5,82.6,0,0,3,7,0,1,500,3,,0.04,2024-11-06,475.0,10000.0,26151.816919055123
448,383,149,60,151.4,80.2,1,0,0,4,1,1,1380,4,3.0,0.04,2025-01-02,,10000.0,500.0
449,883,148,24,178.5,73.6,0,0,3,7,1,1,2287,1,,0.61,2020-10-10,,5000.0,18779.775335854243
450,328,522,70,188.1,66.3,0,0,3,5,0,0,1214,4,,0.33,2023-04-23,,10000.0,500.0
451,447,16,55,173.0,68.6,1,1,0,2,0,0,1009,3,,0.66,2022-10-30,,5000.0,500.0
452,39,304,57,153.3,57.4,1,1,3,1,1,1,2174,3,,0.37,2022-04-28,,827.23,26627.317359352768
453,383,172,46,164.9,59.9,0,1,2,2,1,1,2151,1,5.0,0.75,2020-08-11,628.0,5000.0,500.0
454,953,75,63,177.6,80.4,1,1,0,6,1,1,1185,2,,0.27,2020-07-12,,5000.0,500.0
455,349,116,18,166.1,66.4,0,1,2,4,0,0,2376,0,,0.44,2024-04-19,,,500.0
456,953,294,20,158.4,79.0,0,1,2,4,1,1,1349,2,3.0,0.0,2023-07-26,646.0,10000.0,2970.217234330531
457,899,390,72,184.3,38.4,1,1,4,1,1,0,2567,0,,0.87,2020-02-12,672.0,10000.0,2682.73230928322
458,374,124,58,159.7,53.9,0,1,3,4,1,1,3168,0,1.0,0.91,2023-07-07,,812.64,21583.85196791177
459,17,626,64,165.4,74.8,0,1,2,0,0,1,3212,3,2.0,0.24,2022-12-24,,5000.0,22800.89475109125
460,130,210,26,164.6,67.3,1,1,3,5,0,0,3343,0,2.0,0.93,2024-01-15,348.0,962.72,6134.9710680646285
461,124,496,60,179.3,61.4,1,1,2,7,1,0,3117,3,0.0,0.95,2021-04-12,,5000.0,500.0
462,922,560,58,182.3,78.0,0,0,2,6,1,0,1289,4,5.0,0.98,2022-10-24,,10000.0,500.0
463,356,57,46,174.1,72.1,1,1,2,0,1,1,2459,2,,0.94,2025-03-20,,,9982.95628024238
464,962,207,25,161.0,61.9,1,0,2,1,1,1,2980,3,1.0,0.59,2020-12-13,,5000.0,19494.724237604543
465,295,103,27,172.1,60.7,1,0,4,0,0,1,1470,0,,0.4,2024-08-18,414.0,350.55,10180.619908660536
466,324,190,36,175.0,89.0,1,1,3,4,0,0,2492,4,,0.94,2021-03-29,,5000.0,9462.275864934223
467,826,524,62,170.5,60.0,1,0,3,6,1,1,2442,2,,0.8,2023-12-17,,802.31,19265.862598404117
468,961,367,62,162.5,70.7,0,1,3,7,1,0,1907,2,5.0,0.14,2021-02-08,,414.25,500.0
469,467,407,23,165.9,67.2,1,1,3,6,0,1,4988,1,,0.34,2021-07-14,328.0,5000.0,40020.52297334525
